	4.50	99.07020624	
	5.00	95.49367704	
	5.50	86.38058784	
	6.00	71.37641659	
	6.50	62.34384905	
	7.00	55.93710511	
	7.50	48.65014273	
	8.00	41.71247818	
	8.50	41.81141133	
	9.00	24.34522951	
	9.50	14.94889351	
	10.00	13.79329193	
	10.50	2.72766532	
	11.00	-4.38312384	
	11.50	-5.64780913	
	12.00	-3.24669332	
	12.50	-1.59686545	
	13.00	1.22679900	
	13.50	0.76600546	
	14.00	-11.82404314	
	14.50	-5.99371378	
	15.00	-4.16144688	
	15.50	2.54744060	
	16.00	-9.73635564	
Detector ID	Positive Diagonal Position(cm)	Set 1
	-22.63	-13.84671200	
	-21.92	-2.53413704	
	-21.21	6.84578244	
	-20.51	-8.10648983	
	-19.80	-9.07014634	
	-19.09	-6.34553251	
	-18.38	-6.27243987	
	-17.68	-0.62296164	
	-16.97	3.47012797	
	-16.26	8.04777566	
	-15.56	10.45331370	
	-14.85	29.43348138	
	-14.14	28.13861319	
	-13.43	47.48791812	
	-12.73	54.54510948	
	-12.02	70.22506679	
	-11.31	80.63482161	
	-10.61	93.10078817	
	-9.90	90.80892924	
	-9.19	107.45840714	
	-8.49	111.88723890	
	-7.78	107.74636630	
	-7.07	104.55750880	
	-6.36	107.65457367	
	-5.66	104.68477045	
	-4.95	101.41176353	
	-4.24	108.67287837	
	-3.54	98.11891726	
	-2.83	102.05176093	
	-2.12	99.58457874	
	-1.41	105.01763534	
	0.00	100.00000000	
	1.41	105.24284404	
	2.12	104.64257005	
	2.83	109.22806302	
	3.54	108.13835720	
	4.24	99.87162889	
	4.95	94.24907528	
	5.66	79.76407927	
	6.36	71.08846281	
	7.07	51.86797963	
	7.78	41.25196350	
	8.49	29.76528946	
	9.19	13.61792692	
	9.90	8.89156018	
	10.61	4.67630354	
	11.31	5.38479677	
	12.02	2.49727828	
	12.73	3.43683608	
	13.43	2.92697876	
	14.14	2.09100946	
	14.85	-7.63924825	
	15.56	-10.43679324	
	16.26	-2.75749184	
	16.97	2.90027766	
	17.68	-5.80856410	
	18.38	-6.41976400	
	19.09	-0.37678098	
	19.80	-5.04881943	
	20.51	-5.14557280	
	21.21	-7.60445348	
	21.92	-7.06406008	
	22.63	-3.47091363	
Detector ID	Negative Diagonal Position(cm)	Set 1
	-22.63	-1.02866765	
	-21.92	-0.89425326	
	-21.21	-7.29118652	
	-20.51	-2.92204933	
	-19.80	-7.23792480	
	-19.09	-7.81051435	
	-18.38	-10.42917218	
	-17.68	-11.66828386	
	-16.97	-2.96020539	
	-16.26	-3.88278468	
	-15.56	0.86650551	
	-14.85	-5.22177382	
	-14.14	2.12757512	
	-13.43	-2.50005359	
	-12.73	14.82550279	
	-12.02	2.03791187	
	-11.31	14.53624654	
	-10.61	19.27492220	
	-9.90	31.72419318	
	-9.19	44.54237989	
	-8.49	51.10954812	
	-7.78	66.11488456	
	-7.07	80.13813639	
	-6.36	92.42679231	
	-5.66	95.99650099	
	-4.95	106.49161513	
	-4.24	105.75140653	
	-3.54	104.75761007	
	-2.83	112.07006789	
	-2.12	104.96227549	
	-1.41	103.33401739	
	0.00	100.00000000	
	1.41	106.58877179	
	2.12	102.29588789	
	2.83	109.53267361	
	3.54	105.42408476	
	4.24	98.22776968	
	4.95	108.03561822	
	5.66	110.73673613	
	6.36	107.69514166	
	7.07	105.13139745	
	7.78	103.84520839	
	8.49	86.82620916	
	9.19	72.30928722	
	9.90	62.17371611	
	10.61	49.76159789	
	11.31	33.74472066	
	12.02	14.47907056	
	12.73	7.78108081	
	13.43	6.03249299	
	14.14	13.99274640	
	14.85	-0.62423202	
	15.56	-3.59984516	
	16.26	4.37861070	
	16.97	-5.65007461	
	17.68	-4.45729847	
	18.38	-2.50425989	
	19.09	3.83193207	
	19.80	-3.77953938	
	20.51	2.12037771	
	21.21	1.95528613	
	21.92	3.29341438	
	22.63	1.19154005	
